Annee,Marque,Modele,Transmission,Couleur,Prix
2015,Dodge,Grand,,,
2015,Chrysler,Town,,,
2015,Dodge,Grand,,,
2015,Dodge,Journey,automatic,black,18200
2015,Dodge,Dart,automatic,black,11500
2015,Chrysler,Town,,,
2015,Dodge,Charger,automatic,black,26500
2015,Ford,F-250,,,
2015,Ford,Escape,automatic,gray,21500
2015,Ford,Explorer,automatic,black,27300
2015,Honda,Accord,automatic,black,19800
2015,Honda,Accord,automatic,black,23400
2015,Kia,Forte,automatic,gray,12800
2015,Kia,Soul,automatic,black,13300
2015,Nissan,Altima,automatic,black,8500
2015,Nissan,Altima,automatic,black,16500
2015,Nissan,Versa,automatic,black,10000
2015,Nissan,Frontier,automatic,gray,17000
2015,Toyota,Camry,automatic,black,19000
2015,Volkswagen,Passat,automatic,black,14900
2015,Buick,Enclave,automatic,black,32800
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Tahoe,automatic,black,39700
2015,Dodge,Charger,automatic,black,11700
2015,Hyundai,Sonata,automatic,gray,11100
2015,Toyota,Camry,automatic,gray,10700
2015,Chevrolet,Equinox,automatic,gray,8200
2015,Chevrolet,Malibu,automatic,gray,16700
2015,Audi,A3,automatic,silver,24500
2015,Nissan,Pathfinder,automatic,black,31500
2015,Nissan,Pathfinder,automatic,black,32000
2015,Ram,1500,automatic,gray,24500
2015,Toyota,RAV4,automatic,gray,17600
2015,Lexus,IS,,,
2015,Mazda,Mazda6,automatic,beige,15000
2015,Mercedes-Benz,S-Class,automatic,beige,92500
2015,Nissan,Altima,automatic,gray,24600
2015,Subaru,Forester,automatic,gray,23600
2015,Hyundai,Elantra,automatic,gray,12500
2015,Lexus,RX,,,
2015,Nissan,Versa,,,
2015,Nissan,Versa,,,
2015,Chevrolet,Sonic,automatic,black,10800
2015,Chrysler,200,automatic,black,13800
2015,Ford,Fiesta,manual,black,11000
2015,Honda,Accord,automatic,black,20200
2015,Jaguar,XF,automatic,beige,43000
2015,Jeep,Grand,,,
2015,Jaguar,F-TYPE,automatic,black,61200
2015,Kia,Optima,automatic,gray,14700
2015,Kia,Sedona,automatic,gray,19500
2015,Kia,Sorento,automatic,black,19300
2015,Mercedes-Benz,C-Class,automatic,tan,35200
2015,Toyota,4Runner,automatic,black,29100
2015,Volvo,S60,automatic,black,22600
2015,BMW,X1,automatic,black,32500
2015,Chevrolet,Cruze,automatic,beige,16400
2015,Chevrolet,Traverse,automatic,gray,24800
2015,Ford,Fiesta,automatic,black,9490
2015,Ford,Mustang,automatic,black,23300
2015,GMC,Terrain,automatic,black,21750
2015,GMC,Terrain,automatic,beige,25000
2015,Hyundai,Elantra,automatic,gray,12300
2015,Jeep,Compass,automatic,black,17900
2015,Kia,Optima,automatic,beige,14700
2015,Mazda,CX-5,automatic,black,17100
2015,Mazda,Mazda6,automatic,black,16100
2015,Mitsubishi,Mirage,automatic,black,7000
2015,Nissan,Altima,automatic,black,15200
2015,Subaru,Forester,automatic,black,29000
2015,Volvo,S60,automatic,black,20800
2015,Chevrolet,Tahoe,automatic,black,49000
2015,Dodge,Journey,automatic,black,18500
2015,GMC,Yukon,automatic,black,58600
2015,GMC,Yukon,,,
2015,GMC,Terrain,automatic,black,19800
2015,Mazda,CX-5,automatic,black,17200
2015,Lexus,RC,,,
2015,Mazda,CX-5,automatic,black,17900
2015,Lincoln,MKX,automatic,black,28800
2015,Lexus,CT,,,
2015,Mercedes-Benz,C-Class,automatic,beige,30000
2015,Nissan,Altima,automatic,black,15300
2015,Mercedes-Benz,C-Class,automatic,black,32800
2015,Chevrolet,Corvette,automatic,brown,65000
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chrysler,200,automatic,black,8200
2015,Chrysler,200,automatic,black,14000
2015,Audi,A4,automatic,black,32750
2015,Ford,Explorer,automatic,black,36200
2015,Ford,F-250,,,
2015,Ford,Escape,automatic,gray,23800
2015,Ford,F-250,,,
2015,Ford,Mustang,automatic,black,23400
2015,Ford,Mustang,automatic,black,23600
2015,Ford,Fusion,automatic,black,15800
2015,Ford,Mustang,manual,black,29000
2015,Ford,Mustang,automatic,black,23000
2015,GMC,Terrain,automatic,black,21300
2015,GMC,Acadia,automatic,black,32700
2015,GMC,Terrain,automatic,black,20800
2015,Hyundai,Accent,automatic,black,2000
2015,Hyundai,Elantra,automatic,gray,12200
2015,Honda,Civic,automatic,black,17200
2015,Jeep,Cherokee,automatic,beige,22600
2015,Jeep,Cherokee,automatic,black,19500
2015,Hyundai,Tucson,automatic,gray,17900
2015,Jeep,Grand,,,
2015,Jeep,Patriot,automatic,brown,16500
2015,Kia,Forte,automatic,gray,4100
2015,Jeep,Wrangler,automatic,black,35800
2015,Jeep,Patriot,automatic,gray,15100
2015,Kia,Soul,automatic,black,14600
2015,Kia,Sorento,automatic,gray,17300
2015,Nissan,Altima,automatic,black,11700
2015,Nissan,Altima,automatic,black,13900
2015,Nissan,Versa,automatic,black,11600
2015,Toyota,Camry,automatic,black,21000
2015,Toyota,Camry,automatic,black,19500
2015,Nissan,Versa,,,
2015,Toyota,Camry,automatic,black,19000
2015,Toyota,Corolla,automatic,beige,13900
2015,Volkswagen,Passat,automatic,black,17600
2015,Buick,LaCrosse,automatic,black,25100
2015,Buick,LaCrosse,automatic,black,25000
2015,Buick,LaCrosse,automatic,beige,30300
2015,BMW,X4,automatic,brown,48500
2015,Buick,LaCrosse,automatic,beige,30000
2015,Buick,LaCrosse,automatic,black,12750
2015,Buick,Regal,automatic,black,21600
2015,Buick,LaCrosse,automatic,beige,27100
2015,Buick,Regal,automatic,black,20900
2015,Chevrolet,Camaro,automatic,black,24800
2015,Chevrolet,Camaro,automatic,black,25300
2015,Chevrolet,Silverado,,,
2015,Cadillac,XTS,automatic,gray,38600
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Camaro,automatic,black,25000
2015,Cadillac,XTS,automatic,beige,39400
2015,Cadillac,Escalade,,,
2015,Chevrolet,Cruze,automatic,brown,17300
2015,Chevrolet,Colorado,automatic,gray,34000
2015,Chevrolet,Cruze,automatic,black,17500
2015,Chevrolet,Impala,automatic,black,22400
2015,Chevrolet,Impala,automatic,black,21800
2015,Chevrolet,Express,automatic,gray,27800
2015,Chevrolet,Impala,automatic,black,22500
2015,Chevrolet,Impala,automatic,gray,25600
2015,Chevrolet,Impala,automatic,gray,21500
2015,Chevrolet,Impala,automatic,black,21000
2015,Chevrolet,Impala,automatic,gray,21600
2015,Chevrolet,Impala,automatic,black,27500
2015,Chevrolet,Impala,automatic,black,21900
2015,Chevrolet,Impala,automatic,black,25800
2015,Chevrolet,Impala,automatic,black,21800
2015,Chevrolet,Impala,automatic,gray,26000
2015,Chevrolet,Impala,automatic,black,22300
2015,Chevrolet,Impala,automatic,gray,21800
2015,Chevrolet,Impala,automatic,gray,21600
2015,Chevrolet,Sonic,automatic,gray,12200
2015,Chevrolet,Malibu,automatic,black,16500
2015,Chevrolet,Sonic,automatic,black,14000
2015,Chevrolet,Sonic,automatic,black,12200
2015,Chevrolet,Impala,automatic,black,25600
2015,Chevrolet,Suburban,automatic,black,45400
2015,Chevrolet,Suburban,automatic,black,51000
2015,Chevrolet,Traverse,automatic,black,27500
2015,Chrysler,200,automatic,black,22900
2015,Chrysler,200,automatic,tan,21000
2015,Chevrolet,Traverse,automatic,gray,27300
2015,Chrysler,200,automatic,tan,22300
2015,Chevrolet,Suburban,automatic,black,50000
2015,Chevrolet,Tahoe,automatic,gray,38800
2015,Chevrolet,Spark,automatic,black,4800
2015,Chrysler,200,automatic,white,22200
2015,Chevrolet,Suburban,automatic,gray,51200
2015,Chevrolet,Tahoe,automatic,gray,47700
2015,Chrysler,200,automatic,black,15500
2015,Chrysler,Town,,,
2015,Chrysler,Town,,,
2015,Chrysler,Town,,,
2015,Chrysler,200,automatic,black,19900
2015,Chrysler,Town,,,
2015,Chrysler,200,automatic,black,15600
2015,Chrysler,Town,,,
2015,Chrysler,Town,,,
2015,Chrysler,200,automatic,black,14800
2015,Chrysler,200,automatic,black,15200
2015,Chrysler,Town,,,
2015,Chrysler,Town,,,
2015,Chrysler,Town,,,
2015,Chrysler,200,automatic,black,21250
2015,Chrysler,200,automatic,black,16200
2015,Chrysler,200,automatic,black,20250
2015,Chrysler,Town,,,
2015,Chrysler,200,automatic,black,21500
2015,Chrysler,Town,,,
2015,Chrysler,Town,,,
2015,Chrysler,Town,,,
2015,Chrysler,Town,,,
2015,Chrysler,Town,,,
2015,Chrysler,Town,,,
2015,Chrysler,Town,,,
2015,Chrysler,200,automatic,black,21400
2015,Dodge,Grand,,,
2015,Dodge,Grand,,,
2015,Dodge,Grand,,,
2015,Ford,Escape,automatic,gray,21800
2015,Chrysler,Town,,,
2015,Dodge,Grand,,,
2015,Dodge,Grand,,,
2015,Dodge,Grand,,,
2015,Dodge,Grand,,,
2015,Audi,A6,automatic,black,39250
2015,Audi,A3,automatic,black,25500
2015,Audi,A3,automatic,black,30600
2015,Audi,A4,automatic,black,31600
2015,Audi,A4,automatic,black,32800
2015,Buick,Enclave,automatic,tan,41000
2015,Ford,F-350,,,
2015,Ford,F-350,,,
2015,Ford,Fusion,automatic,black,10500
2015,Ford,F-250,,,
2015,Ford,F-250,,,
2015,Ford,Transit,,,
2015,GMC,Terrain,automatic,black,28000
2015,Ford,Mustang,manual,beige,33500
2015,GMC,Yukon,automatic,beige,49900
2015,GMC,Sierra,,,
2015,Ford,Mustang,manual,black,13600
2015,Hyundai,Sonata,,,
2015,GMC,Yukon,,,
2015,Hyundai,Sonata,automatic,gray,12200
2015,GMC,Yukon,,,
2015,Jeep,Grand,,,
2015,Jeep,Patriot,automatic,black,9900
2015,Kia,Forte,automatic,gray,13600
2015,Jeep,Wrangler,automatic,black,39000
2015,Jeep,Compass,automatic,black,17700
2015,Kia,Optima,automatic,gray,16700
2015,Kia,Optima,automatic,gray,15500
2015,Kia,Sportage,automatic,gray,17300
2015,Lincoln,MKX,automatic,black,30500
2015,Mazda,CX-5,automatic,black,19300
2015,Mazda,Mazda6,automatic,black,15500
2015,Nissan,Versa,,,
2015,Nissan,Altima,automatic,beige,20400
2015,Nissan,Pathfinder,automatic,beige,33400
2015,Nissan,Versa,automatic,black,11900
2015,Nissan,Versa,,,
2015,Nissan,Frontier,automatic,gray,25200
2015,Nissan,Pathfinder,automatic,beige,33800
2015,Toyota,Camry,automatic,black,15200
2015,Toyota,Camry,automatic,gray,20900
2015,Toyota,4Runner,automatic,beige,43800
2015,Ram,1500,automatic,gray,29600
2015,Subaru,Forester,automatic,gray,21400
2015,Scion,tC,automatic,black,18600
2015,Subaru,Forester,automatic,gray,21200
2015,Toyota,Camry,automatic,gray,16300
2015,Toyota,Corolla,automatic,black,13800
2015,Subaru,Forester,automatic,gray,21200
2015,Toyota,Corolla,automatic,gray,10200
2015,Toyota,4Runner,automatic,gray,30100
2015,Toyota,Camry,automatic,gray,17600
2015,Subaru,Forester,automatic,black,21000
2015,Subaru,WRX,manual,black,28000
2015,Toyota,Corolla,automatic,black,17300
2015,Toyota,Corolla,automatic,gray,11700
2015,Toyota,Camry,automatic,black,11200
2015,Cadillac,XTS,automatic,beige,33700
2015,Buick,Verano,automatic,gray,15800
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Express,,,
2015,Chevrolet,Equinox,automatic,beige,20800
2015,Chevrolet,Express,,,
2015,Chevrolet,Equinox,automatic,gray,20000
2015,Chevrolet,Equinox,automatic,black,20500
2015,Chevrolet,Equinox,automatic,black,21300
2015,Chevrolet,Impala,automatic,gray,21700
2015,Chevrolet,Impala,automatic,black,26800
2015,Chevrolet,Impala,automatic,black,22100
2015,Chevrolet,Impala,automatic,gray,22000
2015,Chevrolet,Impala,automatic,gray,22000
2015,Chevrolet,Impala,automatic,black,21900
2015,Chevrolet,Impala,automatic,black,21800
2015,Chevrolet,Impala,automatic,gray,22100
2015,Chevrolet,Impala,automatic,black,21800
2015,Chevrolet,Impala,automatic,gray,21300
2015,Chevrolet,Impala,automatic,gray,22400
2015,Chevrolet,Impala,automatic,black,21700
2015,Chevrolet,Malibu,automatic,gray,15200
2015,Chevrolet,Malibu,automatic,black,15000
2015,Chevrolet,Malibu,automatic,gray,15200
2015,Chevrolet,Sonic,automatic,gray,11900
2015,Chevrolet,Malibu,automatic,gray,15200
2015,Chevrolet,Sonic,automatic,black,12000
2015,Chevrolet,Tahoe,automatic,black,45500
2015,Chevrolet,Suburban,automatic,black,52300
2015,Chevrolet,Suburban,automatic,black,50100
2015,Chrysler,200,automatic,black,17400
2015,Dodge,Challenger,automatic,black,22000
2015,Dodge,Dart,automatic,black,14600
2015,Dodge,Charger,automatic,black,9000
2015,BMW,M4,automatic,black,69500
2015,GMC,Terrain,automatic,black,21200
2015,Ford,Mustang,manual,brown,36000
2015,Infiniti,Q60,,,
2015,GMC,Yukon,,,
2015,Hyundai,Sonata,automatic,gray,18000
2015,Jeep,Wrangler,automatic,gray,26800
2015,Jeep,Wrangler,automatic,black,48000
2015,Kia,Forte,automatic,gray,12900
2015,Jeep,Wrangler,manual,black,36200
2015,Kia,Sorento,automatic,black,18900
2015,Kia,Sorento,automatic,beige,20200
2015,Nissan,Altima,automatic,gray,16000
2015,Nissan,Versa,automatic,black,13000
2015,Nissan,Versa,automatic,black,10600
2015,Nissan,Versa,manual,black,9300
2015,Toyota,Avalon,automatic,tan,19200
2015,Toyota,Tacoma,automatic,black,25500
2015,Cadillac,Escalade,automatic,beige,68000
2015,Chevrolet,Silverado,,,
2015,Dodge,Dart,automatic,gray,14300
2015,Dodge,Dart,automatic,black,15400
2015,Ford,Explorer,automatic,black,31000
2015,Ford,Fusion,automatic,tan,17800
2015,Ford,Explorer,automatic,black,39500
2015,Ford,Explorer,automatic,beige,33100
2015,Ford,Transit,,,
2015,GMC,Yukon,automatic,tan,52400
2015,Ford,Fusion,automatic,black,12200
2015,Hyundai,Accent,automatic,gray,10800
2015,Jeep,Grand,,,
2015,Kia,Optima,automatic,tan,16000
2015,Mitsubishi,Lancer,automatic,beige,11000
2015,Mercedes-Benz,G-Class,automatic,black,141000
2015,Mercedes-Benz,G-Class,automatic,red,138500
2015,Mercedes-Benz,S-Class,automatic,black,92000
2015,Ram,2500,automatic,gray,28500
2015,Toyota,Corolla,automatic,gray,13800
2015,Subaru,WRX,manual,black,34500
2015,Cadillac,ATS,automatic,beige,29400
2015,Chevrolet,Equinox,automatic,black,22400
2015,Chevrolet,Sonic,automatic,black,11100
2015,Chevrolet,Malibu,automatic,black,16200
2015,Chrysler,200,automatic,black,15000
2015,Audi,A3,automatic,black,25400
2015,Audi,A4,automatic,black,27400
2015,Audi,Q5,automatic,black,40000
2015,Audi,Q3,automatic,black,30400
2015,Acura,ILX,automatic,black,22000
2015,Ford,Mustang,manual,black,27250
2015,Ford,Mustang,manual,black,30600
2015,Ford,Mustang,automatic,black,23100
2015,Hyundai,Accent,manual,beige,11500
2015,Hyundai,Santa,,,
2015,Jeep,Cherokee,automatic,black,28900
2015,Hyundai,Veloster,automatic,black,14900
2015,Hyundai,Sonata,automatic,gray,17000
2015,Jaguar,XF,automatic,black,44500
2015,Honda,Pilot,automatic,black,34500
2015,Honda,Accord,automatic,gray,18900
2015,Kia,Optima,automatic,gray,15400
2015,Jeep,Wrangler,automatic,black,34000
2015,Mercedes-Benz,GLK-Class,automatic,beige,39500
2015,Mazda,Mazda6,automatic,beige,16000
2015,Mercedes-Benz,M-Class,automatic,tan,49000
2015,Mercedes-Benz,C-Class,automatic,black,29000
2015,Lincoln,MKC,automatic,beige,34750
2015,Mazda,CX-5,automatic,black,17600
2015,Porsche,Macan,automatic,red,76000
2015,Nissan,Versa,automatic,black,12200
2015,Nissan,Altima,automatic,black,13500
2015,Toyota,Corolla,automatic,gray,14400
2015,Toyota,Corolla,automatic,tan,14200
2015,Volkswagen,Passat,automatic,black,19400
2015,Chevrolet,Impala,automatic,black,20250
2015,Chevrolet,Tahoe,automatic,gray,43000
2015,Chevrolet,Sonic,automatic,black,13000
2015,Chevrolet,Tahoe,automatic,tan,42500
2015,Chevrolet,Tahoe,automatic,beige,43500
2015,Chrysler,200,automatic,black,14600
2015,Chrysler,200,automatic,black,15000
2015,Chevrolet,Traverse,automatic,black,18900
2015,Chrysler,200,automatic,tan,14900
2015,Chrysler,200,automatic,black,19500
2015,Chrysler,200,automatic,beige,22750
2015,Chrysler,200,automatic,black,20100
2015,Chrysler,200,automatic,black,23100
2015,Dodge,Grand,,,
2015,Dodge,Challenger,automatic,black,23700
2015,Ford,Explorer,automatic,black,36500
2015,Ford,Expedition,automatic,black,49700
2015,Ford,Fiesta,manual,gray,10000
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,Jaguar,F-TYPE,automatic,black,87500
2015,Jaguar,F-TYPE,automatic,red,85500
2015,Jeep,Grand,,,
2015,Hyundai,Sonata,,,
2015,Hyundai,Sonata,,,
2015,Jaguar,F-TYPE,automatic,red,89000
2015,Mazda,CX-5,automatic,black,17250
2015,Mazda,CX-9,automatic,black,29500
2015,Mazda,CX-9,automatic,black,29500
2015,Mazda,CX-9,automatic,black,29500
2015,Mazda,Mazda3,automatic,black,18000
2015,Mazda,Mazda6,automatic,gray,20750
2015,Porsche,Macan,automatic,beige,59000
2015,Toyota,Tacoma,automatic,gray,30900
2015,Toyota,Camry,automatic,black,20500
2015,Volvo,S60,automatic,black,23850
2015,Toyota,Corolla,automatic,gray,10200
2015,Subaru,BRZ,manual,black,19800
2015,Ram,2500,automatic,gray,38000
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Suburban,automatic,gray,43500
2015,Chevrolet,Suburban,automatic,black,58400
2015,Chrysler,200,automatic,black,16400
2015,Chrysler,200,automatic,black,17300
2015,Chrysler,200,automatic,black,17500
2015,Chrysler,200,automatic,beige,23000
2015,Chrysler,200,automatic,black,16300
2015,Dodge,Journey,automatic,black,20100
2015,Ford,Fusion,automatic,black,16800
2015,Ford,Taurus,automatic,black,22700
2015,Ford,Mustang,manual,black,36000
2015,BMW,4,,,
2015,Infiniti,QX70,automatic,beige,39700
2015,Hyundai,Sonata,automatic,gray,14800
2015,Ford,Taurus,automatic,black,22500
2015,Jeep,Wrangler,automatic,black,30600
2015,Jeep,Cherokee,automatic,black,26900
2015,Jeep,Patriot,automatic,tan,18500
2015,Jeep,Wrangler,automatic,black,34000
2015,Jeep,Patriot,automatic,black,16900
2015,Kia,Sportage,automatic,black,17300
2015,Kia,Optima,automatic,beige,15400
2015,Mazda,Mazda6,automatic,black,15900
2015,MINI,Cooper,,,
2015,MINI,Cooper,,,
2015,Mitsubishi,Outlander,,,
2015,Mercedes-Benz,GL-Class,automatic,black,59500
2015,MINI,Cooper,,,
2015,Mercedes-Benz,M-Class,automatic,black,43000
2015,Mitsubishi,Outlander,,,
2015,Toyota,Corolla,automatic,gray,14550
2015,Toyota,Camry,automatic,black,20200
2015,Nissan,Frontier,automatic,gray,22500
2015,Nissan,Rogue,automatic,black,26400
2015,Volvo,S60,automatic,black,21400
2015,Toyota,Corolla,automatic,gray,15000
2015,Toyota,Tacoma,automatic,gray,20250
2015,Volkswagen,Passat,automatic,black,15200
2015,Volvo,V60,automatic,gray,24500
2015,Volvo,S60,automatic,beige,22800
2015,Toyota,Tacoma,automatic,gray,27600
2015,Toyota,Corolla,automatic,gray,14900
2015,Toyota,Yaris,automatic,black,14500
2015,Volvo,S60,automatic,black,22750
2015,Volvo,XC60,automatic,black,28800
2015,Toyota,Highlander,automatic,black,28100
2015,Toyota,RAV4,automatic,gray,20900
2015,Volkswagen,Golf,automatic,black,16100
2015,Chevrolet,Silverado,,,
2015,Chevrolet,Cruze,automatic,gray,14000
2015,Chevrolet,Equinox,automatic,black,22400
2015,Chevrolet,Malibu,automatic,black,17100
2015,Chevrolet,Suburban,automatic,black,49400
2015,Chrysler,Town,,,
2015,Ford,F-250,,,
2015,Ford,F-250,,,
2015,Ford,Fiesta,automatic,beige,13600
2015,Ford,Mustang,automatic,black,29300
2015,Ford,Taurus,automatic,tan,23000
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,4,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,4,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,5,,,
2015,BMW,4,,,
2015,BMW,5,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,Audi,A3,automatic,black,23250
2015,BMW,4,,,
2015,BMW,5,,,
2015,BMW,4,,,
2015,BMW,3,,,
2015,BMW,3,,,
2015,BMW,5,,,
2015,BMW,3,,,
2015,Ford,Mustang,automatic,black,22300
2015,Ford,Explorer,automatic,black,35800
2015,Ford,Mustang,automatic,black,23900
2015,Ford,Explorer,automatic,black,35800
2015,Ford,Explorer,automatic,black,36100
2015,Ford,Explorer,automatic,black,29900
2015,Ford,Explorer,automatic,black,37400
2015,Ford,Explorer,automatic,black,36000
2015,Ford,Explorer,automatic,black,35900
2015,Ford,Explorer,automatic,black,35900
2015,Ford,Explorer,automatic,black,35800
2015,Ford,Taurus,automatic,black,21900
2015,Honda,Fit,manual,black,12800
2015,Honda,Pilot,automatic,gray,21500
2015,Honda,Accord,automatic,gray,19200
2015,Hyundai,Accent,automatic,gray,5000
2015,Hyundai,Elantra,automatic,gray,11200
2015,Ford,Transit,,,
2015,Honda,Pilot,automatic,gray,31800
2015,Jeep,Compass,automatic,gray,17300
2015,Jeep,Grand,,,
2015,Jeep,Cherokee,automatic,black,27600
2015,Jeep,Patriot,automatic,black,18300
2015,Jeep,Patriot,automatic,gray,19600
2015,Infiniti,QX80,automatic,black,61000
2015,Jeep,Wrangler,automatic,black,33900
2015,Kia,Sedona,automatic,beige,20500
2015,Kia,Sedona,automatic,beige,21900
2015,Kia,Sedona,automatic,gray,20250
2015,Kia,Sedona,automatic,gray,21250
2015,Kia,Sedona,automatic,beige,20600
2015,Kia,Sedona,automatic,gray,21000
2015,Kia,Sedona,automatic,gray,21600
2015,Kia,Forte,automatic,gray,12900
2015,Kia,Sedona,automatic,beige,21750
2015,Kia,Sedona,automatic,beige,20900
2015,Kia,Sedona,automatic,beige,20750
2015,Kia,Sorento,automatic,gray,20000
2015,Kia,Sedona,automatic,beige,20900
2015,Kia,Sedona,automatic,gray,21750
2015,Kia,Sorento,automatic,black,19750
2015,Kia,Sedona,automatic,gray,21500
2015,Jeep,Wrangler,automatic,black,33500
2015,MINI,Cooper,,,
2015,Lincoln,MKZ,automatic,tan,27900
2015,MINI,Cooper,manual,black,23000
2015,Kia,Sportage,automatic,black,18400
2015,Kia,Soul,automatic,black,14200
2015,MINI,Cooper,,,
2015,Kia,Soul,automatic,black,13700
2015,MINI,Cooper,,,
2015,MINI,Cooper,,,
2015,MINI,Cooper,,,
2015,Nissan,Altima,automatic,black,15000
2015,Mitsubishi,Lancer,automatic,black,12400
2015,Mercedes-Benz,M-Class,automatic,gray,45000
2015,Mercedes-Benz,C-Class,automatic,black,37250
2015,Mitsubishi,Lancer,automatic,black,10000
2015,Mercedes-Benz,S-Class,automatic,black,80000
2015,Mazda,Mazda6,automatic,beige,15000
2015,Mazda,CX-5,automatic,black,17400
2015,Mitsubishi,Outlander,,,
2015,Mitsubishi,Lancer,automatic,tan,9500
2015,Nissan,Altima,automatic,black,14600
2015,Mitsubishi,Outlander,automatic,black,23000
2015,Mitsubishi,Mirage,automatic,black,9600
2015,Subaru,Forester,automatic,gray,23200
2015,Nissan,Versa,automatic,black,12800
2015,Toyota,4Runner,automatic,black,28400
2015,Nissan,Versa,automatic,gray,12000
2015,Subaru,WRX,automatic,black,24600
2015,Nissan,Versa,,,
2015,Subaru,Forester,automatic,gray,26600
2015,Subaru,Forester,automatic,gray,23200
2015,Nissan,Versa,automatic,black,10700
2015,Subaru,WRX,manual,black,33000
2015,Subaru,Forester,automatic,black,29600
2015,Volvo,S60,automatic,beige,24250
2015,Volvo,S60,automatic,black,24000
2015,Volvo,S60,automatic,gray,22750
2015,Volkswagen,Passat,automatic,black,17800
2015,Toyota,Corolla,automatic,gray,15100
2015,Volvo,S60,automatic,black,24000
2015,Volvo,S60,automatic,beige,25250
2015,Toyota,Corolla,automatic,brown,10200
2015,Volvo,XC60,automatic,black,28000
2015,BMW,X1,automatic,black,36750
2015,BMW,X5,automatic,black,58000
2015,BMW,X3,automatic,black,53000
2015,BMW,5,,,
2015,BMW,X1,automatic,black,33750
2015,BMW,X3,automatic,black,49500
2015,BMW,X1,automatic,gray,33250
2015,BMW,X5,automatic,black,51500
2015,BMW,X1,automatic,black,35000
2015,BMW,X3,automatic,black,46750
2015,BMW,X1,automatic,black,29250
2015,BMW,X1,automatic,black,31500
2015,BMW,5,,,
2015,BMW,X5,automatic,black,56500
2015,BMW,X1,automatic,black,33750
2015,BMW,6,,,
2015,BMW,7,,,
2015,BMW,5,,,
2015,BMW,X1,automatic,gray,35750
2015,BMW,X1,automatic,gray,35250
2015,BMW,X1,automatic,black,36750
2015,BMW,5,,,
2015,BMW,X5,automatic,black,66500
2015,BMW,5,,,
2015,BMW,X1,automatic,beige,38000
2015,BMW,X1,automatic,black,35000
2015,BMW,X1,automatic,black,30750
2015,BMW,X1,automatic,black,35250
2015,BMW,X1,automatic,beige,33000
2015,BMW,X1,automatic,black,37250
2015,Cadillac,SRX,automatic,black,34600
2015,Cadillac,SRX,automatic,gray,34200
2015,Chevrolet,Camaro,automatic,black,14000
2015,Chevrolet,Equinox,automatic,black,11900
